id,Movie Name,Language,IMDb Rating,Year of Release,Maturity Rating,Minutes
6485,Shorgul,Hindi,5.7,2013,13+,124.0
6486,I Am Kalam,Bengali,8.0,2011,All,88.0
6487,Mirrors,English,6.2,2008,18+,111.0
6488,Greed,Tamil,5.7,2020,13+,104.0
6489,Ahista Ahista,Hindi,7.0,2006,All,117.0
6490,John Wick: Chapter 2,Tamil,7.5,2017,18+,122.0
6491,SkyBound,Telugu,4.7,2017,16+,81.0
6492,Kathbirali,Bengali,7.5,2020,13+,110.0
6493,AK Ayyappanum Koshiyum,Malayalam,7.9,2020,All,175.0
6494,Double Take,English,5.5,2009,NR,79.0
6496,Lady Tiger,Telugu,3.4,2019,13+,130.0
6497,Mr. Bakra,Kannada,7.6,2005,NR,125.0
6498,Shortkut - The Con Is On,Hindi,3.4,2009,13+,132.0
6500,Agni Devi,Tamil,4.9,2019,NR,101.0
6501,Action Jackson,Hindi,5.5,2014,NR,143.0
6502,Okka Magaadu,Telugu,2.1,2008,18+,170.0
6503,Bichhoo,Hindi,5.0,2000,18+,154.0
6504,Women of Freedom,English,6.0,2020,13+,56.0
6507,Sadrishavakyam 24:29,Malayalam,4.6,2017,13+,127.0
6508,Saving Private Ryan,English,8.6,1998,18+,169.0
6509,Rahasya The Bhoutik,Bengali,3.0,2010,13+,113.0
6510,Sye Raa Narasimha Reddy (Telugu),Telugu,7.4,2019,13+,169.0
6511,Tashan,Hindi,3.8,2008,13+,147.0
6512,Bliss,English,5.3,2021,16+,103.0
6513,Chaukat Raja,Marathi,7.4,1991,All,149.0
6514,The Wailing,Hindi,7.5,2016,18+,149.0
6516,Inspector Gadget's Last Case,English,4.9,2002,7+,73.0
6517,Godzilla: King of The Monsters,Tamil,6.0,2019,16+,131.0
6519,Dragon Blade,Hindi,6.0,2015,13+,127.0
6520,Traffic Signal,Hindi,6.6,2007,13+,125.0
6521,Lage Raho Munna Bhai,Hindi,8.1,2006,All,139.0
6522,Vampires Suck,English,3.4,2010,16+,82.0
6523,Yoddha,Telugu,8.4,1992,NR,123.0
6524,Periya Veetu Pannakkaran,Tamil,5.6,1990,NR,122.0
6526,Drive Angry,Telugu,5.4,2011,18+,100.0
6528,Geet Sangeet,Bengali,7.0,1994,NR,135.0
6529,Death Makes Life Possible,English,7.6,2020,13+,65.0
6530,Ahare Mon,Bengali,7.2,2019,13+,111.0
6531,Wedding Cha Shinema,Marathi,6.9,2019,All,137.0
6532,A Beautiful Day in the Neighborhood,Hindi,7.3,2019,All,108.0
6533,Love Aaj Kal Porshu,Bengali,6.1,2020,13+,102.0
6534,Prema Pavuralu,Telugu,7.3,1989,All,184.0
6535,Quick,Hindi,5.8,2011,16+,107.0
6536,Geethanjali,Malayalam,3.8,2013,13+,150.0
6538,Kaatrin Mozhi,Tamil,7.4,2018,7+,147.0
6540,Sapoot,Hindi,5.2,1996,13+,152.0
6541,Dabangg 3 (Kannada),Kannada,3.2,2019,16+,148.0
6542,Olympus Has Fallen,English,6.5,2013,18+,114.0
6543,One Child Nation,English,7.5,2019,18+,88.0
6545,The Legend Of Ben Hall,English,5.8,2017,16+,139.0
6547,Chalte Chalte,Telugu,6.6,2018,All,134.0
6549,Andha Atit,Bengali,6.3,1972,NR,105.0
6550,Mr. Right,English,6.3,2016,18+,95.0
6552,Time Machine,Hindi,5.6,2016,13+,40.0
6553,Edaina Jaragocchu,Telugu,3.9,2019,13+,127.0
6554,Nishchaiy,Hindi,3.9,1992,All,146.0
6555,Rajendrudu Gajendrudu,Telugu,7.2,1993,All,127.0
6556,Srimannarayana,Telugu,4.2,2012,18+,138.0
6557,Chikati Gadilo Chithakotudu,Telugu,4.8,2019,18+,106.0
6558,Nishabdham (Telugu),Telugu,3.8,2020,16+,125.0
6559,Catch Me If You Can,English,8.1,2002,16+,140.0
6564,Soldiers of Fortune,English,4.3,2012,18+,93.0
6565,Barbie Dreamtopia,English,6.4,2016,7+,46.0
6566,Rampage,Telugu,6.1,2018,13+,107.0
6568,Gujjubhai The Great,Gujarati,8.2,2015,All,137.0
6569,Vinta Mogudu,Telugu,8.6,1985,NR,131.0
6571,XXX: State of the Union,Marathi,4.5,2005,16+,100.0
6572,Happy Birthday to John,English,6.4,1995,NR,24.0
6574,Final Destination 5,English,5.8,2011,18+,91.0
6575,Ganesh Talkies,Bengali,5.1,2013,All,130.0
6576,Mala Aai Vhhaychy,Marathi,7.8,2011,All,128.0
6578,Mujhse Dosti Karoge,Hindi,5.1,2002,All,148.0
6579,vazhunnor,Malayalam,5.9,1999,All,156.0
6581,Paharganj,Hindi,4.6,2019,18+,104.0
6582,The Last Color,Hindi,7.8,2020,18+,90.0
6583,AAYUSHMANBHAVA,Kannada,6.2,2019,13+,143.0
6584,Sakka Podu Podu Raja,Tamil,4.3,2017,13+,124.0
6586,Appu,Malayalam,6.5,1990,All,139.0
6587,N.T.R: Mahanayakudu,Telugu,5.4,2019,All,124.0
6588,Local Boy,Telugu,5.7,2020,All,140.0
6589,Nee Bareda Kadambari,Kannada,7.7,1985,NR,136.0
6590,Cheel Zadap,Gujarati,5.2,2019,13+,117.0
6591,Mithai,Malayalam,4.3,2019,13+,137.0
6592,Mana Oori Ramayanam,Telugu,6.9,2016,All,108.0
6595,Rudra Thandavam - 1978,Tamil,5.9,1978,NR,134.0
6596,Kya Kehna!,Hindi,5.9,2000,13+,149.0
6597,Ki Kore Toke Bolbo,Bengali,5.9,2017,13+,149.0
6598,Chakkiligintha,Telugu,6.3,2014,13+,142.0
6599,The Final Countdown,English,6.7,1980,18+,102.0
6600,Subhamangal Savadhan,Marathi,7.9,1992,All,139.0
6602,Aar Paar,Hindi,6.2,1985,All,139.0
6604,Tootsie,English,7.4,1982,NR,116.0
6605,Kalyanam,Malayalam,5.5,2018,All,113.0
6607,Aasaiyil Oru Kaditham,Tamil,4.8,1999,13+,126.0
6608,Knock Knock,Tamil,4.9,2015,18+,99.0
6611,Ponnar Sankar,Tamil,3.8,2011,All,134.0
6614,Agent Gopi,Telugu,7.6,1978,NR,129.0
6617,Patriots Day,English,7.4,2017,18+,133.0
6618,Morya,Marathi,7.2,2011,13+,121.0
6619,Phamous,Hindi,3.8,2018,18+,109.0
6620,The Bourne Identity,Hindi,7.9,2002,13+,118.0
6621,Dishkiyaoon,Hindi,5.2,2014,NR,118.0
6623,Pratigyabadh,Hindi,5.7,1991,All,162.0
6626,Dharmapuri,Tamil,4.4,2006,All,146.0
6627,Lone Survivor,English,7.5,2014,16+,116.0
6628,The Bourne Ultimatum,Hindi,8.0,2007,13+,115.0
6629,Mission Possible,Marathi,5.8,2010,13+,100.0
6631,The Descent Part 2,Hindi,5.8,2010,18+,89.0
6632,Bouma,Bengali,6.5,2019,13+,147.0
6633,Armaan - Story Of A Story Teller,Gujarati,5.6,2017,All,99.0
6634,Dharasnan,Bengali,5.3,2018,NR,143.0
6636,Kush,Hindi,7.8,2013,18+,25.0
6637,Shubh Mangal Saavdhan,Hindi,6.9,2017,NR,104.0
6638,Simhasanam,Malayalam,3.0,2012,13+,159.0
6642,YZ,Marathi,7.3,2016,13+,145.0
6645,Meet Bill,English,6.2,2008,18+,93.0
6646,Sasu Numbri Jawai Dus Numbri,Marathi,5.0,2008,All,137.0
6647,Jenifer,English,5.9,2001,13+,94.0
6648,Madura Veeran,Tamil,6.3,2018,NR,119.0
6649,Kannappanunni,Malayalam,6.7,1977,NR,156.0
6650,Sanjog,Hindi,6.2,1972,All,151.0
6651,Journey to the Center of the Earth (2008),English,5.8,2008,13+,92.0
6652,Anukunnadi Okati Ayinadi Okati,Telugu,4.6,2020,18+,119.0
6653,Unhinged,Telugu,6.0,2020,18+,90.0
6654,Gaon,Hindi,5.5,2018,13+,124.0
6655,Varavelpu,Malayalam,8.1,1989,All,145.0
6656,Namastey London,Hindi,7.1,2007,All,131.0
6657,The Great Gambler,Hindi,6.5,1979,18+,162.0
6658,Moon,English,7.9,2009,18+,97.0
6661,Terminator Salvation,Hindi,6.5,2009,13+,114.0
6662,Yatra (Tamil),Tamil,8.2,2019,13+,125.0
6665,Snehitara Savaal,Kannada,7.7,1981,NR,153.0
6666,Dark Chocolate,Hindi,4.2,2016,18+,91.0
6669,Wake Of Death,Hindi,5.7,2004,16+,84.0
6671,Be Dune Saade Chaar,Marathi,6.8,2009,All,132.0
6672,Vadakkumnadhan,Malayalam,6.5,2006,All,132.0
6673,Yun Hota Toh Kya Hota,Hindi,6.6,2006,13+,115.0
6674,Jora 10 Numbaria,Punjabi,6.5,2017,18+,135.0
6675,Aetbaar,Hindi,4.6,2004,18+,143.0
6676,Dhwaja (Hindi),Hindi,6.5,2018,13+,138.0
6677,Aakrosh,Hindi,7.9,1980,18+,138.0
6678,Meesa Madhavan,Malayalam,7.9,2002,NR,150.0
6685,Barsaat Ki Ek Raat,Hindi,6.3,1981,All,147.0
6688,Protidan,Bengali,6.6,1983,NR,142.0
6689,Ek Taraa,Marathi,7.0,2015,13+,132.0
6692,Louder Than Bombs,English,6.6,2016,16+,109.0
6693,Khuda Gawah,Hindi,6.6,1992,All,185.0
6697,Satya,Telugu,8.2,1998,NR,156.0
6699,Bidrohi,Bengali,6.5,1987,NR,139.0
6700,Indiana Jones and the Raiders of the Lost Ark,English,8.4,1981,18+,115.0
6702,Middle Class Melodies (Tamil),Tamil,7.7,2020,16+,135.0
6703,Marmaduke,English,4.3,2010,All,88.0
6705,Pauran,Malayalam,4.5,2005,NR,141.0
6706,Naqaab,Bengali,5.7,2019,13+,159.0
6707,Nanny McPhee,English,6.5,2006,13+,98.0
6709,Gulama,Kannada,4.8,2008,13+,147.0
6710,After Earth,Tamil,4.8,2013,13+,99.0
6711,Antha,Kannada,7.4,1981,NR,124.0
6714,Premam,Hindi,7.1,2019,All,103.0
6715,Judaai,Hindi,5.9,1980,All,149.0
6716,OK Jaanu,Hindi,5.2,2017,13+,134.0
6717,Richie (Hindi),Hindi,5.3,2019,13+,98.0
6718,Balache Baap Brahmachari,Marathi,7.7,1988,All,140.0
6720,& Jara Hatke,Marathi,2.9,2016,NR,115.0
6721,Policeodu,Telugu,7.1,2016,All,157.0
6723,Sant Gyaneshwar,Hindi,7.9,1981,NR,129.0
6724,Don't Be Afraid of the Dark,Hindi,5.6,2011,18+,99.0
6726,Aatma,Hindi,3.8,2013,18+,90.0
6727,Alvin and the Chipmunks,English,5.2,2007,All,91.0
6728,Eden,English,4.8,2015,18+,96.0
6732,Ye Maya Chesave,Telugu,7.7,2010,13+,155.0
6733,Jumanji: The Next Level,Telugu,6.6,2019,13+,123.0
6734,Ghost Rider: Spirit Of Vengeance,Telugu,4.3,2012,18+,95.0
6736,Ghost Rider: Spirit Of Vengeance,Tamil,4.3,2012,18+,95.0
6737,The Romantics,English,5.1,2010,18+,96.0
6738,The Cobbler,English,5.8,2015,13+,97.0
6739,Barsaat,Hindi,3.8,2005,All,139.0
6740,Prem Juddho,Bengali,7.4,2013,All,124.0
6741,Simla Special,Tamil,6.8,1982,NR,137.0
6742,Swapna Sanchari,Malayalam,6.0,2011,All,122.0
6743,The Godfather,English,9.2,1972,18+,177.0
6747,Lagna Mubarak,Marathi,6.1,2018,13+,130.0
6749,Kong: Skull Island,Hindi,6.6,2017,16+,118.0
6750,Shantilal O Projapoti Rohoshyo,Bengali,5.9,2020,13+,101.0
6751,Don,Hindi,7.2,2006,13+,168.0
6753,Dev,Hindi,6.9,2004,18+,164.0
6754,Vamizi: Cradle of Coral,English,7.2,2020,13+,52.0
6757,Sitadevi,Telugu,6.1,1982,NR,132.0
6758,Rebel,Telugu,4.7,2020,18+,169.0
6759,Sabrang,Hindi,6.4,2017,NR,104.0
6761,Bhrashtachar,Hindi,4.7,1989,13+,141.0
6763,For the Plasma,English,5.7,2014,NR,93.0
6764,Awara Paagal Deewana,Hindi,6.2,2002,18+,157.0
6765,Tropic Thunder,English,7.0,2008,18+,106.0
6767,Meri Jung,Hindi,7.3,1985,All,160.0
6769,SAFALTA 0KM,Gujarati,8.2,2020,13+,151.0
6770,Chor Machaye Shor,Hindi,6.5,1974,All,139.0
6771,Transformers: Dark of the Moon,English,6.2,2011,13+,154.0
6772,You n Me,Punjabi,8.1,2013,13+,122.0
6773,Main Krishna Hoon,Hindi,5.3,2013,NR,129.0
6774,Shubho Mahurat,Bengali,7.7,2017,13+,154.0
6775,Kannedhirey Thondrinaal,Tamil,6.7,1998,All,162.0
6776,Baavare Prem He,Marathi,6.4,2014,All,116.0
6778,Naa Desam,Telugu,6.8,1982,NR,125.0
6779,Hellboy,English,5.2,2004,16+,121.0
6780,Gulabo Sitabo,Hindi,6.3,2020,16+,124.0
6783,Hopscotch,English,7.2,1980,13+,104.0
6784,Shourya,Telugu,6.9,2016,13+,117.0
6785,Indu Sarkar,Hindi,6.0,2017,13+,134.0
6786,Biporjoy,Bengali,4.4,2017,13+,120.0
6787,Lal Baadshah,Hindi,3.3,1999,18+,143.0
6789,Deewane Huye Paagal,Hindi,5.3,2005,13+,150.0
6791,Galige,English,7.4,1994,NR,141.0
6792,Khaad,Bengali,7.2,2017,13+,118.0
6793,Mamangam,Malayalam,6.4,2019,13+,156.0
6794,Sriramachandra,Kannada,5.4,1992,NR,126.0
6795,Demolition,English,7.0,2015,18+,100.0
6796,Ananda Poonkaatre,Tamil,6.5,1999,All,151.0
6797,Shambo Shankara,Telugu,3.7,2018,13+,125.0
6798,Survivor,Telugu,5.6,2015,13+,96.0
6801,Goodbye Lover,English,5.6,1999,18+,101.0
6804,The Witch: Part 1 - The Subversion,English,7.1,2018,18+,120.0
6805,Bleeding Steel,Hindi,5.2,2017,13+,105.0
6807,Akkare,Malayalam,7.5,1984,NR,111.0
6808,Tirupathi,Tamil,3.3,2006,All,153.0
6809,Aamne Samne,Hindi,6.4,1982,All,133.0
6810,Dhill,Tamil,7.0,2001,18+,158.0
6813,Pareeth Pandari,Malayalam,6.7,2017,All,110.0
6814,Kabzaa,Hindi,6.0,1988,All,141.0
6815,Chacko Randaaman,Malayalam,3.6,2006,NR,141.0
6816,No Strings Attached,English,6.2,2011,18+,107.0
6817,Mawaali,Hindi,5.4,1983,All,138.0
6819,Ghost Rider,Marathi,5.2,2007,13+,110.0
6820,Bagh Bondi Khela,Bengali,7.7,2017,13+,126.0
6822,Chandragiri,Malayalam,4.6,2018,NR,138.0
6823,Pressure Cooker,Telugu,6.3,2020,13+,124.0
6824,Black and Blue,Hindi,6.4,2019,18+,107.0
6825,Affraa Taffri,Gujarati,6.3,2020,13+,124.0
6827,Veruthe Oru Bharya,Malayalam,6.3,2008,All,141.0
6830,Hum Aapke Dil Mein Rehte Hain,Hindi,5.7,1999,All,167.0
6831,Knock Knock,Telugu,4.9,2015,18+,99.0
6832,Man On Fire,English,7.7,2004,13+,146.0
6833,Logan Lucky,Hindi,7.0,2017,16+,118.0
6834,The Room,Telugu,6.0,2019,18+,99.0
6836,Unkahee,Hindi,4.6,2020,NR,41.0
6838,Nunnunarvu,Tamil,7.5,2016,All,98.0
6840,Jagratha,Malayalam,7.4,1989,NR,134.0
6842,Pooja,Telugu,5.1,1975,All,136.0
6843,Star Trek Beyond,English,7.1,2016,16+,122.0
6844,Smile Please,Marathi,7.0,2019,13+,132.0
6845,California Paranormal,English,4.7,2019,13+,80.0
6846,Janiva,Marathi,6.2,2015,13+,100.0
6847,Pad Yatra: A Green Odyssey,English,7.4,2019,13+,60.0
6848,Shibu,Malayalam,6.7,2019,All,122.0
6849,A Map of the World,English,6.6,1999,18+,126.0
6850,Mahayoddha Vir : The Robot Boy Movie,Hindi,2.8,2013,All,45.0
6851,Saaho (Kannada),Kannada,5.2,2019,13+,169.0
6852,Anjaana Anjaani,Hindi,5.8,2010,NR,151.0
6853,Raeeszada,Hindi,3.9,2020,13+,147.0
6854,Hey Jude,Malayalam,6.9,2018,All,144.0
6855,LBJ,English,6.5,2018,18+,97.0
6857,Wanted,Hindi,6.7,1984,NR,145.0
6858,Teenkahon,Bengali,7.4,2015,18+,124.0
6860,Parayanumvayya Parayathirikkanumvayya,Malayalam,5.6,1985,NR,131.0
6861,Sultan,Hindi,7.0,2016,13+,169.0
6862,Under Siege 2: Dark Territory,English,5.5,1995,18+,99.0
6865,Vaazhvey Maayam,Tamil,6.9,1982,All,157.0
6867,Nava Mohini,Telugu,7.3,1984,18+,135.0
6868,The Geocentric Man,Bengali,6.4,2019,13+,40.0
6869,Parvathi Kalyana,Kannada,7.8,1967,NR,121.0
6870,Blumhouse's Fantasy Island,Telugu,4.9,2020,18+,109.0
6871,Dil Vil Pyar Vyar,Hindi,5.2,2002,13+,150.0
6872,Bhale Manchi Chowka Beram,Telugu,6.3,2018,13+,134.0
6873,Whiplash,English,8.5,2015,16+,106.0
6874,Yuddham ( In Hindi ),Hindi,3.2,2019,13+,95.0
6875,Dinosaur Island,English,3.8,2002,7+,73.0
6877,Praktan,Bengali,7.7,2018,13+,142.0
6879,Gabbar Singh,Telugu,7.1,2012,13+,151.0
6880,Abhimaan,Hindi,7.9,1973,All,123.0
6881,K.G.F: Chapter 1 (Kannada),Kannada,8.2,2018,13+,154.0
6882,Natpuna Ennanu Theriyuma,Tamil,4.9,2019,All,121.0
6883,Wrath of the Titans,Tamil,5.7,2012,13+,99.0
6884,Jayammu Nischayammu Raa,Telugu,7.2,2016,13+,157.0
6885,Bal Shivaji,Marathi,5.9,1981,All,
6886,Praja,Malayalam,3.8,2001,NR,178.0
6887,Enai Noki Paayum Thota,Tamil,5.6,2019,16+,151.0
6888,Born To Race,Bengali,6.0,2012,16+,98.0
6889,Ondalla Eradalla,Kannada,8.3,2018,All,117.0
6890,Pasanga 2 (Hindi),Hindi,7.4,2015,All,119.0
6891,Maati,Bengali,7.3,2019,13+,122.0
6892,Janmadata,Bengali,6.9,2017,13+,163.0
6893,No.20 Madras Mail,Malayalam,7.7,1990,NR,169.0
6894,Dharla Tar Chavatya,Marathi,7.7,1989,All,141.0
6896,Chandra Kumara,Kannada,7.4,1963,NR,148.0
6897,Flashbacks of a Fool,English,6.8,2008,18+,113.0
6898,Boochamma Boochodu,Telugu,4.3,2014,18+,125.0
6900,Escape From Taliban,Hindi,4.4,2003,13+,127.0
6901,Dil Toh Baccha Hai Ji,Hindi,5.8,2011,18+,137.0
6902,Pati Patni Aur Woh,Hindi,5.7,2019,16+,125.0
6903,Down with Love,English,6.3,2003,18+,101.0
6905,Zero Dark Thirty,English,7.4,2013,18+,157.0
6906,Run,Bengali,6.7,2017,13+,152.0
6907,Half Serious,Bengali,5.0,2017,13+,121.0
6908,Dillagi,Hindi,5.3,1999,13+,182.0
6909,THE RULES OF ATTRACTION,English,6.7,2002,18+,110.0
6911,Varnapakittu,Malayalam,5.8,1997,All,153.0
6914,Ina,Malayalam,5.9,1982,NR,126.0
6915,Ganga Ki Saugand,Hindi,5.4,1978,All,142.0
6916,Wake Up India,Hindi,6.5,2013,NR,118.0
6917,Sasesham,Telugu,4.7,2012,18+,124.0
6918,Jalebi - The Taste of Everlasting Love,Hindi,6.1,2018,13+,103.0
6919,The Lost City of Z,Hindi,6.6,2017,13+,140.0
6921,Whistle,Telugu,6.7,2019,13+,177.0
6924,Teen Patti,Bengali,6.0,2014,13+,96.0
6925,Dreamgirls,English,6.5,2006,13+,130.0
6926,Mahaanta,Hindi,4.5,1997,13+,167.0
6927,Shiva,Hindi,8.1,2006,18+,114.0
6928,Khilona,Hindi,6.5,1970,All,160.0
6931,Beder Meye Josna,Bengali,6.3,2017,13+,157.0
6933,Hichki,Hindi,7.5,2018,7+,116.0
6935,The Myth of the American Sleepover,English,6.3,2010,16+,96.0
6937,Ikkayude Shakadam,Malayalam,4.0,2019,13+,99.0
6941,Yuvatha,Telugu,6.0,2008,13+,129.0
6943,Body Language,English,7.0,2020,13+,52.0
6946,Underworld Rise of the Lycans,Telugu,6.6,2009,18+,92.0
6949,Bharat,Hindi,5.2,2019,13+,154.0
6953,Asterix: The Mansion of Gods,English,6.9,2014,7+,85.0
6955,Jack the Giant Slayer,Hindi,6.2,2013,13+,114.0
6959,Qissa Panjab,Punjabi,7.4,2015,NR,93.0
6960,The Smurfs 2,Hindi,5.3,2013,7+,104.0
6961,Dattak,Hindi,7.5,2001,NR,119.0
6963,Airaa (Tamil),Tamil,4.7,2019,13+,137.0
6964,Dwaraka,Telugu,4.9,2017,13+,137.0
6965,Sanyasi Raja,Bengali,7.9,2017,13+,139.0
6966,All Is Bright,English,5.6,2013,18+,107.0
6967,Same Kind of Different as Me,English,6.6,2017,18+,119.0
6969,Fight Club,English,8.8,1999,13+,139.0
6970,Kalla Kulla,Kannada,7.4,1975,NR,139.0
6971,Atithee,Hindi,6.0,1978,NR,135.0
6972,Diana,Malayalam,5.5,1990,NR,77.0
6973,BHK Bhalla@Halla.Kom,Hindi,5.4,2016,13+,120.0
6978,Bhola Moira,Bengali,4.4,1977,NR,132.0
6979,Days of Thunder,English,6.1,1990,13+,107.0
6980,The Stolen Princess (Tamil),Tamil,6.1,2018,All,88.0
6981,The Dark Knight Rises,Tamil,8.4,2012,13+,164.0
6982,Ghost,Hindi,2.3,2012,18+,113.0
6983,Pyaar Ke Side Effects,Hindi,6.7,2006,18+,120.0
6985,Udayam,Malayalam,7.0,1973,NR,148.0
6987,Manojder Adbhut Bari,Bengali,5.2,2020,13+,116.0
6990,The Theory of Everything,English,7.7,2015,16+,123.0
6991,Aakhri Ghulam,Hindi,5.0,1989,NR,134.0
6992,Steel Toes,English,6.1,2007,18+,90.0
6993,Mission Kashmir,Hindi,6.7,2000,13+,150.0
6994,Safe House,Hindi,6.7,2012,18+,114.0
6996,Goliyon Ki Raasleela Ram-Leela,Hindi,6.4,2013,NR,155.0
6997,Aami Ashbo Phirey,Bengali,6.9,2018,18+,120.0
6998,Transformers: Revenge of the Fallen,Telugu,6.0,2009,13+,149.0
6999,Hum,Hindi,6.8,1991,All,168.0
7000,Buno Haansh,Bengali,6.5,2014,13+,135.0
7001,Rappakal,Malayalam,7.2,2005,All,137.0
7003,WHO,Malayalam,5.3,2018,13+,152.0
7004,Kartoos,Hindi,5.1,1999,18+,126.0
7005,Mission: Impossible III,English,6.9,2006,13+,125.0
7006,Playing With Fire,English,5.1,2019,7+,95.0
7007,Doctor Love,Malayalam,5.0,2011,All,157.0
7008,Jagga Jagravan Joga,Punjabi,1.9,2020,13+,114.0
7011,The Death of Stalin,English,7.2,2018,18+,102.0
7013,Criminal,English,6.3,2016,18+,108.0
7014,Abduction Point,Bengali,5.6,2016,18+,82.0
7015,Crown Heights,English,6.5,2017,18+,99.0
7017,If Something Happens,English,5.4,2018,18+,80.0
7018,Sarkar 3,Hindi,4.9,2017,NR,130.0
7019,Time,English,7.2,2020,16+,81.0
7020,Kinara,Hindi,6.7,1977,NR,139.0
7021,Aadhar,Marathi,4.8,2002,All,140.0
7022,Marjaavaan,Hindi,3.5,2019,16+,133.0
7023,Ankhiyon Ke Jharokhon Se,Hindi,7.1,1978,All,140.0
7025,Manivathoorile Aayiram Sivarathrikal,Malayalam,7.3,1987,All,134.0
7027,Raja Narasimha,Kannada,7.4,2003,NR,132.0
7028,Sangrama,Kannada,3.2,1987,NR,138.0
7030,The Lazarus Effect - FKA Reawakenings,English,5.2,2015,13+,83.0
7032,Capmaari,Tamil,3.3,2019,18+,126.0
7033,Avasara Police 100,Tamil,6.6,1990,18+,143.0
7034,Dinner for Schmucks,English,5.9,2010,18+,109.0
7036,The Mummy,Hindi,7.0,1999,18+,124.0
7038,Gujjubhai Most Wanted,Gujarati,7.3,2018,All,141.0
7039,Blumhouse's Fantasy Island,Tamil,4.9,2020,18+,109.0
7040,Birth of the Dragon,Hindi,5.5,2017,13+,91.0
7041,Ek Gadi Baki Anadi,Marathi,7.3,1989,All,134.0
7042,Bidaay Byomkesh,Bengali,5.3,2019,13+,120.0
7043,K.D.No.1,Telugu,4.9,1978,NR,151.0
7044,Kuselan,Tamil,4.7,2008,All,158.0
7045,Charlie's Angels,Hindi,4.8,2019,13+,118.0
7047,Veerappan,Telugu,5.3,2016,18+,117.0
7048,Kalank,Hindi,3.6,2019,13+,165.0
7049,The Dark Knight,Tamil,9.0,2008,13+,152.0
7050,Ahankaar,Hindi,5.9,1995,All,145.0
7051,Banjara - The Truck Driver,Punjabi,4.2,2018,13+,130.0
7052,Belaseshe,Bengali,8.5,2018,13+,141.0
7053,His highness abdullah,Malayalam,7.9,1990,All,148.0
7055,Kurukshetra,Kannada,6.0,1987,NR,133.0
7056,Naram Garam,Hindi,7.4,1981,All,127.0
7057,Dumb and Dumber To,Hindi,5.6,2014,18+,104.0
7058,Alone,Hindi,3.7,2015,13+,118.0
7060,Van Helsing,English,6.2,2004,13+,131.0
7062,Durgeshgorer Guptodhon,Bengali,6.6,2019,13+,131.0
7063,Ernest Rides Again,English,5.0,1993,All,99.0
7064,Velaiilla Pattadhari 2,Tamil,5.4,2017,All,120.0
7065,13B: Fear Has a New Address,Hindi,7.3,2009,18+,144.0
7066,Sunday,Hindi,5.3,2008,NR,130.0
7067,Dil Dosti Etc,Hindi,7.0,2007,18+,104.0
7068,The Caller,English,6.1,2011,18+,87.0
7069,Mighty Raju,Hindi,3.3,2019,All,72.0
7070,Ajj De Ranjhe,Punjabi,5.1,2012,13+,143.0
7073,Mere Baap Pehle Aap,Hindi,5.4,2008,All,157.0
7074,Clear and Present Danger,English,6.9,1994,13+,141.0
7076,Kuch Kuch Locha Hai,Hindi,2.5,2015,18+,135.0
7078,Raju Ban Gaya Gentleman,Hindi,6.8,1992,All,148.0
7079,A Case of You,English,5.6,2014,18+,91.0
7080,Anacondas: The Hunt for the Blood Orchid,Telugu,4.7,2004,16+,96.0
7082,Race 3,Hindi,1.9,2018,13+,159.0
7083,Ninnu Kori,Telugu,7.5,2017,All,136.0
7084,Saajan,Hindi,7.2,1991,NR,180.0
7085,Bewakoofiyaan,Hindi,5.5,2014,13+,117.0
7087,Nomu,Telugu,7.9,1974,All,134.0
7088,Muqaddar Ka Faisla,Hindi,5.0,1987,13+,171.0
7089,Foto,Hindi,6.4,2007,All,86.0
7090,Besharam,Hindi,3.6,2013,13+,141.0
7091,One Night Stand,Hindi,3.1,2016,18+,97.0
7094,Aapne To Dhirubhai,Gujarati,6.0,2014,All,125.0
7095,Greed,Hindi,5.7,2020,13+,104.0
7096,Street Dancer 3D,Hindi,3.6,2020,13+,141.0
7097,Stinking Heaven,English,6.0,2015,NR,70.0
7098,John Honai,Malayalam,1.9,2015,All,121.0
7099,Oculus,English,6.5,2014,18+,102.0
7101,The People's Girls,English,8.1,2019,13+,28.0
7102,Mogra Phulaalaa,Marathi,6.6,2019,All,136.0
7105,Spider-Man (Feature),English,7.3,2002,13+,121.0
7106,Vandhaan Vendraan,Tamil,3.9,2011,All,144.0
7107,Jobs,English,5.9,2013,16+,127.0
7108,Yeh Dillagi,Hindi,6.0,1994,All,154.0
7109,Snow White & the Huntsman,English,6.1,2012,13+,127.0
7110,Children of the Corn: Genesis,English,3.7,2011,18+,80.0
7111,Naya Daur,Hindi,8.0,2007,All,155.0
7112,Bawal,Bengali,4.6,2017,13+,117.0
7113,The Angry Birds Movie,Hindi,6.3,2016,7+,97.0
7114,Train to Pakistan,Hindi,6.9,1998,18+,107.0
7117,Bala Bharatam,Telugu,6.5,1972,All,166.0
7119,Soorarai Pottru (Tamil),Tamil,8.6,2020,16+,149.0
7120,Om Jai Jagadish,Hindi,5.5,2002,NR,169.0
7121,Bhaijaan Elo Re,Bengali,7.0,2018,All,158.0
7122,DK Bose,Kannada,6.3,2019,All,113.0
7123,PIRANHA 3DD,Telugu,3.7,2012,18+,79.0
7125,Me Shivaji Park,Marathi,7.3,2018,13+,121.0
7126,Jerry Maguire,English,7.3,1996,18+,138.0
7127,Nocturne,English,5.7,2020,16+,90.0
